date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1976-11-14,Uganda,Zambia,2,0,CECAFA Cup,Zanzibar,Tanzania,True
1976-11-16,Tanzania,Zambia,2,3,Friendly,Dar es Salaam,Tanzania,False
1976-11-16,Zanzibar,Somalia,1,1,Friendly,Zanzibar,Tanzania,False
1976-11-17,France,Republic of Ireland,2,0,FIFA World Cup qualification,Paris,France,False
1976-11-17,German DR,Turkey,1,1,FIFA World Cup qualification,Dresden,German DR,False
1976-11-17,Germany,Czechoslovakia,2,0,Friendly,Hanover,Germany,False
1976-11-17,Italy,England,2,0,FIFA World Cup qualification,Rome,Italy,False
1976-11-17,Portugal,Denmark,1,0,FIFA World Cup qualification,Lisbon,Portugal,False
1976-11-17,Scotland,Wales,1,0,FIFA World Cup qualification,Glasgow,Scotland,False
1976-11-24,Mali,Burkina Faso,2,1,Friendly,Bamako,Mali,False
1976-11-24,Malta,Tunisia,1,1,Friendly,G탉ira,Malta,False
1976-11-24,Uruguay,Peru,0,0,Friendly,Montevideo,Uruguay,False
1976-11-26,Syria,Saudi Arabia,2,1,FIFA World Cup qualification,Damascus,Syria,False
1976-11-28,Argentina,Russia,0,0,Friendly,Buenos Aires,Argentina,False
1976-11-28,Cuba,Haiti,1,1,CONCACAF Championship qualification,Havana,Cuba,False
1976-11-28,Romania,Bulgaria,3,2,Balkan Cup,Bucharest,Romania,False
1976-11-28,Trinidad and Tobago,Suriname,2,2,CONCACAF Championship qualification,Port of Spain,Trinidad and Tobago,False
1976-12-01,Brazil,Russia,2,0,Friendly,Rio de Janeiro,Brazil,False
1976-12-01,El Salvador,Costa Rica,1,1,CONCACAF Championship qualification,San Salvador,El Salvador,False
1976-12-04,Japan,South Korea,1,2,Friendly,Tokyo,Japan,False
1976-12-05,Costa Rica,Guatemala,0,0,CONCACAF Championship qualification,San Jos챕,Costa Rica,False
1976-12-05,Cyprus,Portugal,1,2,FIFA World Cup qualification,Limassol,Cyprus,False
1976-12-05,Malta,Austria,0,1,FIFA World Cup qualification,G탉ira,Malta,False
1976-12-08,Guatemala,El Salvador,3,1,CONCACAF Championship qualification,Guatemala City,Guatemala,False
1976-12-11,Haiti,Cuba,1,1,CONCACAF Championship qualification,Port-au-Prince,Haiti,False
1976-12-12,Guatemala,Costa Rica,1,1,CONCACAF Championship qualification,Guatemala City,Guatemala,False
1976-12-12,Morocco,Tunisia,1,1,FIFA World Cup qualification,Casablanca,Morocco,False
1976-12-15,Costa Rica,El Salvador,1,1,CONCACAF Championship qualification,San Jos챕,Costa Rica,False
1976-12-15,Israel,Austria,1,3,Friendly,Ramat Gan,Israel,False
1976-12-15,Thailand,South Korea,2,1,King's Cup,Bangkok,Thailand,False
1976-12-17,South Korea,Singapore,4,0,King's Cup,Bangkok,Thailand,True
1976-12-18,Bangladesh,Malaysia,0,6,King's Cup,Bangkok,Thailand,True
1976-12-18,Suriname,Trinidad and Tobago,3,2,CONCACAF Championship qualification,Cayenne,French Guiana,True
1976-12-19,El Salvador,Guatemala,2,0,CONCACAF Championship qualification,San Salvador,El Salvador,False
1976-12-19,Thailand,Singapore,6,0,King's Cup,Bangkok,Thailand,False
1976-12-22,Canada,United States,3,0,CONCACAF Championship qualification,Port-au-Prince,Haiti,True
1976-12-22,South Korea,Malaysia,1,1,King's Cup,Bangkok,Thailand,True
1976-12-22,Portugal,Italy,2,1,Friendly,Lisbon,Portugal,False
1976-12-23,Panama,Cuba,0,5,Friendly,Panama City,Panama,False
1976-12-25,Thailand,Malaysia,1,1,King's Cup,Bangkok,Thailand,False
1976-12-29,Cuba,Haiti,0,2,CONCACAF Championship qualification,Panama City,Panama,True
1977-01-04,Uruguay,Ecuador,1,1,Friendly,Montevideo,Uruguay,False
1977-01-05,Northern Cyprus,Turkey,0,1,Friendly,Kyrenia,Cyprus,False
1977-01-07,Saudi Arabia,Iran,0,3,FIFA World Cup qualification,Riyadh,Saudi Arabia,False
1977-01-09,Paraguay,Ecuador,2,0,Friendly,Asunci처n,Paraguay,False
1977-01-09,Tunisia,Morocco,1,1,FIFA World Cup qualification,Tunis,Tunisia,False
1977-01-11,Algeria,Bulgaria,1,1,Friendly,Algiers,Algeria,False
1977-01-12,Paraguay,Uruguay,1,1,Copa Artigas,Asunci처n,Paraguay,False
1977-01-16,Colombia,Ecuador,0,1,Friendly,Bogot찼,Colombia,False
1977-01-16,Guinea,Ghana,2,0,FIFA World Cup qualification,Lom챕,Togo,True
1977-01-20,Venezuela,Ecuador,1,0,Friendly,Acarigua,Venezuela,False
1977-01-23,Brazil,Bulgaria,1,0,Friendly,S찾o Paulo,Brazil,False
1977-01-23,Congo,Gabon,2,2,Friendly,Brazzaville,Congo,False
1977-01-23,Uruguay,Paraguay,2,1,Copa Artigas,Montevideo,Uruguay,False
1977-01-25,Uganda,Iraq,1,1,Friendly,Kampala,Uganda,False
1977-01-26,Cameroon,Congo,2,2,Friendly,Yaound챕,Cameroon,False
1977-01-26,Chile,Paraguay,4,0,Friendly,Santiago,Chile,False
1977-01-26,Ecuador,Colombia,4,1,Friendly,Quito,Ecuador,False
1977-01-26,Israel,Greece,1,1,Friendly,Ramat Gan,Israel,False
1977-01-26,Italy,Belgium,2,1,Friendly,Rome,Italy,False
1977-01-28,Syria,Iran,0,1,FIFA World Cup qualification,Damascus,Syria,False
1977-01-28,Mauritius,Malawi,3,2,African Cup of Nations qualification,Curepipe,Mauritius,False
1977-01-30,Colombia,Yugoslavia,0,1,Friendly,Bogot찼,Colombia,False
1977-01-30,Cyprus,Bulgaria,1,2,Friendly,Nicosia,Cyprus,False
1977-01-30,Gambia,Denmark,1,4,Friendly,Brikama,Gambia,False
1977-01-30,Uruguay,Chile,3,0,Copa Juan Pinto Dur찼n,Montevideo,Uruguay,False
1977-02-01,Mexico,Yugoslavia,5,1,Friendly,Le처n,Mexico,False
1977-02-01,Tanzania,Mozambique,2,1,Friendly,Dar es Salaam,Tanzania,False
1977-02-02,France,Romania,2,0,Friendly,Bordeaux,France,False
1977-02-02,Paraguay,Chile,2,0,Friendly,Asunci처n,Paraguay,False
1977-02-02,Senegal,Denmark,2,3,Friendly,Kaolack,Senegal,False
1977-02-05,Gabon,Morocco,0,1,Friendly,Libreville,Gabon,False
1977-02-06,Bolivia,Paraguay,0,1,Copa Paz del Chaco,La Paz,Bolivia,False
1977-02-06,Kenya,Egypt,0,0,FIFA World Cup qualification,Nairobi,Kenya,False
1977-02-06,Tunisia,Algeria,2,0,FIFA World Cup qualification,Tunis,Tunisia,False
1977-02-08,Mexico,Yugoslavia,0,1,Friendly,Monterrey,Mexico,False
1977-02-09,Bolivia,Paraguay,2,2,Copa Paz del Chaco,Cochabamba,Bolivia,False
1977-02-09,England,Netherlands,0,2,Friendly,London,England,False
1977-02-09,Republic of Ireland,Spain,0,1,Friendly,Dublin,Republic of Ireland,False
1977-02-09,Peru,Hungary,3,2,Friendly,Lima,Peru,False
1977-02-09,Thailand,Israel,3,3,Friendly,Bangkok,Thailand,False
1977-02-09,Venezuela,Uruguay,1,1,FIFA World Cup qualification,Caracas,Venezuela,False
1977-02-12,Australia,Israel,1,1,Friendly,Melbourne,Australia,False
1977-02-13,Ecuador,Paraguay,2,1,Friendly,Quito,Ecuador,False
1977-02-13,Ivory Coast,Congo,3,2,FIFA World Cup qualification,Bouak챕,Ivory Coast,False
1977-02-13,Togo,Guinea,0,2,FIFA World Cup qualification,Lom챕,Togo,False
1977-02-13,Uganda,Zambia,1,0,FIFA World Cup qualification,Kampala,Uganda,False
1977-02-14,Nigeria,Benin,7,0,Friendly,Lagos,Nigeria,False
1977-02-14,Singapore,South Korea,0,4,Friendly,Kallang,Singapore,False
1977-02-16,Australia,Israel,1,1,Friendly,Sydney,Australia,False
1977-02-16,Turkey,Bulgaria,2,0,Balkan Cup,Istanbul,Turkey,False
1977-02-17,Bahrain,South Korea,1,4,Friendly,Manama,Bahrain,False
1977-02-17,Algeria,Kenya,4,1,African Cup of Nations qualification,Algiers,Algeria,False
1977-02-17,Mauritius,Ethiopia,2,3,African Cup of Nations qualification,Curepipe,Mauritius,False
1977-02-17,Sierra Leone,Nigeria,1,1,African Cup of Nations qualification,Freetown,Sierra Leone,False
1977-02-19,Bahrain,South Korea,1,1,Friendly,Manama,Bahrain,False
1977-02-20,Colombia,Brazil,0,0,FIFA World Cup qualification,Bogot찼,Colombia,False
1977-02-20,Ecuador,Peru,1,1,FIFA World Cup qualification,Quito,Ecuador,False
1977-02-20,Panama,Paraguay,0,4,Friendly,Panama City,Panama,False
1977-02-22,Mexico,Hungary,1,1,Friendly,Puebla,Mexico,False
1977-02-23,France,Germany,1,0,Friendly,Paris,France,False
1977-02-24,Colombia,Paraguay,0,1,FIFA World Cup qualification,Bogot찼,Colombia,False
1977-02-27,Argentina,Hungary,5,1,Friendly,Buenos Aires,Argentina,False
1977-02-27,Bolivia,Uruguay,1,0,FIFA World Cup qualification,La Paz,Bolivia,False
1977-02-27,Botswana,China,0,2,Friendly,Gaborone,Botswana,False
1977-02-27,Congo,Ivory Coast,1,3,FIFA World Cup qualification,Brazzaville,Congo,False
1977-02-27,Ecuador,Chile,0,1,FIFA World Cup qualification,Guayaquil,Ecuador,False
1977-02-27,Egypt,Kenya,1,0,FIFA World Cup qualification,Cairo,Egypt,False
1977-02-27,Guinea,Togo,2,1,FIFA World Cup qualification,Conakry,Guinea,False
1977-02-27,Israel,South Korea,0,0,FIFA World Cup qualification,Ramat Gan,Israel,False
1977-02-27,Singapore,Thailand,2,0,FIFA World Cup qualification,Kallang,Singapore,False
1977-02-27,Zambia,Uganda,4,2,FIFA World Cup qualification,Ndola,Zambia,False
1977-02-28,Algeria,Tunisia,1,1,FIFA World Cup qualification,Algiers,Algeria,False
1977-02-28,Hong Kong,Indonesia,4,1,FIFA World Cup qualification,Kallang,Singapore,True
1977-03-01,Malaysia,Thailand,6,4,FIFA World Cup qualification,Kallang,Singapore,True
1977-03-02,Singapore,Hong Kong,2,2,FIFA World Cup qualification,Kallang,Singapore,False
1977-03-03,Indonesia,Malaysia,0,0,FIFA World Cup qualification,Kallang,Singapore,True
1977-03-05,New Zealand,New Caledonia,3,0,Friendly,Auckland,New Zealand,False
1977-03-05,Senegal,Guinea,1,0,Friendly,Dakar,Senegal,False
1977-03-05,Thailand,Hong Kong,1,2,FIFA World Cup qualification,Kallang,Singapore,True
1977-03-05,Tunisia,Malta,0,1,Friendly,Tunis,Tunisia,False
1977-03-06,Chile,Peru,1,1,FIFA World Cup qualification,Santiago,Chile,False
1977-03-06,Israel,Japan,2,0,FIFA World Cup qualification,Ramat Gan,Israel,False
1977-03-06,Paraguay,Colombia,1,1,FIFA World Cup qualification,Asunci처n,Paraguay,False
1977-03-06,Singapore,Malaysia,1,0,FIFA World Cup qualification,Kallang,Singapore,False
1977-03-06,Venezuela,Bolivia,1,3,FIFA World Cup qualification,Caracas,Venezuela,False
1977-03-07,Guadeloupe,Martinique,1,3,Friendly,Capesterre-Belle-Eau,Guadeloupe,False
1977-03-07,Thailand,Indonesia,3,2,FIFA World Cup qualification,Kallang,Singapore,True
1977-03-08,Malaysia,Hong Kong,1,1,FIFA World Cup qualification,Kallang,Singapore,True
1977-03-08,New Zealand,New Caledonia,4,0,Friendly,Auckland,New Zealand,False
1977-03-08,Qatar,Tunisia,1,0,Friendly,Doha,Qatar,False
1977-03-09,Austria,Greece,2,0,Friendly,Vienna,Austria,False
1977-03-09,Brazil,Colombia,6,0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False
1977-03-09,Singapore,Indonesia,0,4,FIFA World Cup qualification,Kallang,Singapore,False
1977-03-10,Israel,Japan,2,0,FIFA World Cup qualification,Ramat Gan,Israel,False
1977-03-11,Bahrain,Kuwait,0,2,FIFA World Cup qualification,Doha,Qatar,True
1977-03-12,Peru,Ecuador,4,0,FIFA World Cup qualification,Lima,Peru,False
1977-03-12,Singapore,Hong Kong,0,1,FIFA World Cup qualification,Kallang,Singapore,False
1977-03-13,Kenya,Algeria,2,1,African Cup of Nations qualification,Mombasa,Kenya,False
1977-03-13,Cameroon,Congo,2,0,African Cup of Nations qualification,Yaound챕,Cameroon,False
1977-03-13,Guinea,Libya,3,0,African Cup of Nations qualification,Conakry,Guinea,False
1977-03-13,Senegal,Togo,2,1,African Cup of Nations qualification,Dakar,Senegal,False
1977-03-13,Egypt,Tunisia,2,2,African Cup of Nations qualification,Cairo,Egypt,False
1977-03-13,Ethiopia,Mauritius,1,0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False
1977-03-13,Nigeria,Sierra Leone,2,0,African Cup of Nations qualification,Lagos,Nigeria,False
1977-03-13,Australia,Taiwan,3,0,FIFA World Cup qualification,Ba,Fiji,True
1977-03-13,Bolivia,Venezuela,2,0,FIFA World Cup qualification,La Paz,Bolivia,False
1977-03-13,Paraguay,Brazil,0,1,FIFA World Cup qualification,Asunci처n,Paraguay,False
1977-03-13,Qatar,Bahrain,2,0,FIFA World Cup qualification,Doha,Qatar,False
1977-03-15,Iran,Hungary,0,2,Friendly,Tehran,Iran,False
1977-03-15,Qatar,Kuwait,0,2,FIFA World Cup qualification,Doha,Qatar,False
1977-03-16,Taiwan,Australia,1,2,FIFA World Cup qualification,Ba,Fiji,True
1977-03-17,Bahrain,Kuwait,1,2,FIFA World Cup qualification,Doha,Qatar,True
1977-03-17,Uruguay,Venezuela,2,0,FIFA World Cup qualification,Montevideo,Uruguay,False
1977-03-19,Fiji,Australia,1,0,Friendly,Suva,Fiji,False
1977-03-19,Qatar,Bahrain,0,3,FIFA World Cup qualification,Doha,Qatar,False
1977-03-20,Brazil,Paraguay,1,1,FIFA World Cup qualification,Rio de Janeiro,Brazil,False
1977-03-20,Burkina Faso,Ivory Coast,0,1,African Cup of Nations qualification,Ouagadougou,Upper Volta,False
1977-03-20,Chile,Ecuador,3,0,FIFA World Cup qualification,Santiago,Chile,False
1977-03-20,South Korea,Israel,3,1,FIFA World Cup qualification,Seoul,South Korea,False
1977-03-20,New Zealand,Taiwan,6,0,FIFA World Cup qualification,Auckland,New Zealand,False
1977-03-20,Tunisia,Russia,0,3,Friendly,Tunis,Tunisia,False
1977-03-21,Qatar,Kuwait,1,4,FIFA World Cup qualification,Doha,Qatar,False
1977-03-22,Argentina,Iran,1,1,Real Madrid 75th Anniversary Cup,Madrid,Spain,True
1977-03-23,New Zealand,Taiwan,6,0,FIFA World Cup qualification,Auckland,New Zealand,False
1977-03-23,Czechoslovakia,Greece,4,0,Friendly,Prague,Czechoslovakia,False
1977-03-23,Romania,Turkey,4,0,Balkan Cup,Bucharest,Romania,False
1977-03-23,Syria,Morocco,0,2,Friendly,Damascus,Syria,False
1977-03-23,Yugoslavia,Russia,2,4,Friendly,Belgrade,Yugoslavia,False
1977-03-25,Libya,Guinea,0,2,African Cup of Nations qualification,Benghazi,Libya,False
1977-03-26,Togo,Senegal,0,1,African Cup of Nations qualification,Lom챕,Togo,False
1977-03-26,Belgium,Netherlands,0,2,FIFA World Cup qualification,Antwerp,Belgium,False
1977-03-26,Japan,South Korea,0,0,FIFA World Cup qualification,Tokyo,Japan,False
1977-03-26,Peru,Chile,2,0,FIFA World Cup qualification,Lima,Peru,False
1977-03-26,Zambia,Malawi,8,1,Friendly,Lusaka,Zambia,False
1977-03-26,Alderney,Jersey,0,3,Muratti Vase,Alderney,Alderney,False
1977-03-27,Australia,New Zealand,3,1,FIFA World Cup qualification,Sydney,Australia,False
1977-03-27,Ivory Coast,Burkina Faso,4,1,African Cup of Nations qualification,Abidjan,Ivory Coast,False
1977-03-27,Spain,Hungary,1,1,Friendly,Alicante,Spain,False
1977-03-27,Uruguay,Bolivia,2,2,FIFA World Cup qualification,Montevideo,Uruguay,False
1977-03-30,England,Luxembourg,5,0,FIFA World Cup qualification,London,England,False
1977-03-30,Republic of Ireland,France,1,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False
1977-03-30,New Zealand,Australia,1,1,FIFA World Cup qualification,Auckland,New Zealand,False
1977-03-30,Portugal,Switzerland,1,0,Friendly,Funchal,Portugal,False
1977-03-30,Wales,Czechoslovakia,3,0,FIFA World Cup qualification,Wrexham,Wales,False
1977-04-02,Malta,German DR,0,1,FIFA World Cup qualification,G탉ira,Malta,False
1977-04-03,South Korea,Japan,1,0,FIFA World Cup qualification,Seoul,South Korea,False
1977-04-03,Morocco,Gabon,5,1,Friendly,Rabat,Morocco,False
1977-04-06,Turkey,Finland,1,2,Friendly,Ankara,Turkey,False
1977-04-08,Guinea-Bissau,Mali,1,3,Friendly,Bissau,Guinea-Bissau,False
1977-04-09,South Africa,Zimbabwe,7,0,Friendly,Johannesburg,South Africa,False
1977-04-13,Bulgaria,Denmark,3,1,Friendly,Sofia,Bulgaria,False
1977-04-13,Hungary,Poland,2,1,Friendly,Budapest,Hungary,False
1977-04-14,Martinique,Guadeloupe,1,0,Friendly,Fort-de-France,Martinique,False
1977-04-16,Romania,Spain,1,0,FIFA World Cup qualification,Bucharest,Romania,False
1977-04-17,Austria,Turkey,1,0,FIFA World Cup qualification,Vienna,Austria,False
1977-04-20,Hungary,Czechoslovakia,2,0,Friendly,Budapest,Hungary,False
1977-04-22,Iran,Saudi Arabia,2,0,FIFA World Cup qualification,Shiraz,Iran,False
1977-04-23,Switzerland,France,0,4,Friendly,Geneva,Switzerland,False
1977-04-24,Republic of Ireland,Poland,0,0,Friendly,Dublin,Republic of Ireland,False
1977-04-24,Russia,Greece,2,0,FIFA World Cup qualification,Moscow,Soviet Union,True
1977-04-27,Tunisia,Egypt,3,2,African Cup of Nations qualification,Tunis,Tunisia,False
1977-04-27,Germany,Northern Ireland,5,0,Friendly,Cologne,Germany,False
1977-04-27,Romania,German DR,1,1,Friendly,Bucharest,Romania,False
1977-04-27,Scotland,Sweden,3,1,Friendly,Glasgow,Scotland,False
1977-04-30,Austria,Malta,9,0,FIFA World Cup qualification,Salzburg,Austria,False
1977-04-30,Hungary,Russia,2,1,FIFA World Cup qualification,Budapest,Hungary,False
1977-04-30,Yugoslavia,Germany,1,2,Friendly,Belgrade,Yugoslavia,False
1977-05-01,Algeria,Senegal,2,0,Friendly,Algiers,Algeria,False
1977-05-01,Denmark,Poland,1,2,FIFA World Cup qualification,Copenhagen,Denmark,False
1977-05-07,Hong Kong,Macau,2,0,Friendly,So Kon Po,Hong Kong,False
1977-05-08,Yugoslavia,Romania,0,2,FIFA World Cup qualification,Zagreb,Yugoslavia,False
1977-05-09,Guernsey,Jersey,1,5,Muratti Vase,Guernsey,Guernsey,False
1977-05-10,Greece,Russia,1,0,FIFA World Cup qualification,Salonica,Greece,False
1977-05-15,Cyprus,Poland,1,3,FIFA World Cup qualification,Limassol,Cyprus,False
1977-05-17,Mexico,Peru,1,1,Friendly,Mexico City,Mexico,False
1977-05-18,Russia,Hungary,2,0,FIFA World Cup qualification,Tbilisi,Soviet Union,True
1977-05-24,Mexico,Peru,2,1,Friendly,Monterrey,Mexico,False
1977-05-24,Switzerland,Czechoslovakia,1,0,Friendly,Basel,Switzerland,False
1977-05-26,Haiti,Peru,1,2,Friendly,Port-au-Prince,Haiti,False
1977-05-26,Luxembourg,Finland,0,1,FIFA World Cup qualification,Luxembourg,Luxembourg,False
1977-05-26,Sweden,Norway,1,0,Nordic Championship,Gothenburg,Sweden,False
1977-05-28,Hungary,Greece,3,0,FIFA World Cup qualification,Budapest,Hungary,False
1977-05-28,Northern Ireland,England,1,2,British Home Championship,Belfast,Northern Ireland,False
1977-05-28,Senegal,Morocco,3,2,Friendly,Dakar,Senegal,False
1977-05-28,Wales,Scotland,0,0,British Home Championship,Wrexham,Wales,False
1977-05-29,Argentina,Poland,3,1,Friendly,Buenos Aires,Argentina,False
1977-05-29,Haiti,Peru,2,2,Friendly,Port-au-Prince,Haiti,False
1977-05-29,Togo,Ghana,0,2,Friendly,Lom챕,Togo,False
1977-05-30,Mozambique,Cuba,0,2,Friendly,Maputo,Mozambique,False
1977-05-31,England,Wales,0,1,British Home Championship,London,England,False
1977-06-01,Bulgaria,Republic of Ireland,2,1,FIFA World Cup qualification,Sofia,Bulgaria,False
1977-06-01,Czechoslovakia,Austria,0,0,Friendly,Ostrava,Czechoslovakia,False
1977-06-01,Norway,Denmark,0,2,Friendly,Oslo,Norway,False
1977-06-01,Scotland,Northern Ireland,3,0,British Home Championship,Glasgow,Scotland,False
1977-06-03,Libya,Cuba,1,0,Friendly,Tripoli,Libya,False
1977-06-03,Northern Ireland,Wales,1,1,British Home Championship,Belfast,Northern Ireland,False
1977-06-04,England,Scotland,1,2,British Home Championship,London,England,False
1977-06-05,Congo,Cameroon,4,0,African Cup of Nations qualification,Brazzaville,Congo,False
1977-06-05,Argentina,Germany,1,3,Friendly,Buenos Aires,Argentina,False
1977-06-05,Guinea,Tunisia,1,0,FIFA World Cup qualification,Conakry,Guinea,False
1977-06-05,Mauritania,Senegal,1,2,Friendly,Nouakchott,Mauritania,False
1977-06-06,Honduras,Panama,1,0,Friendly,Tegucigalpa,Honduras,False
1977-06-08,Brazil,England,0,0,Friendly,Rio de Janeiro,Brazil,False
1977-06-08,Finland,Italy,0,3,FIFA World Cup qualification,Helsinki,Finland,False
1977-06-08,Sweden,Switzerland,2,1,FIFA World Cup qualification,Solna,Sweden,False
1977-06-08,Uruguay,Germany,0,2,Friendly,Montevideo,Uruguay,False
1977-06-09,Algeria,Zambia,2,0,African Cup of Nations qualification,Algiers,Algeria,False
1977-06-10,Ethiopia,Cuba,0,0,Friendly,Addis Ababa,Ethiopia,False
1977-06-10,Peru,Poland,1,3,Friendly,Lima,Peru,False
1977-06-11,Iceland,Northern Ireland,1,0,FIFA World Cup qualification,Reykjav챠k,Iceland,False
1977-06-12,Senegal,Nigeria,3,1,African Cup of Nations qualification,Dakar,Senegal,False
1977-06-12,Ethiopia,Uganda,0,0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False
1977-06-12,Argentina,England,1,1,Friendly,Buenos Aires,Argentina,False
1977-06-12,Bolivia,Poland,1,2,Friendly,La Paz,Bolivia,False
1977-06-12,Brazil,Germany,1,1,Friendly,Rio de Janeiro,Brazil,False
1977-06-12,Ghana,Togo,2,0,Friendly,Accra,Ghana,False
1977-06-12,Zambia,Cuba,2,0,Friendly,Lusaka,Zambia,False
1977-06-14,Mexico,Germany,2,2,Friendly,Mexico City,Mexico,False
1977-06-15,Chile,Scotland,2,4,Friendly,Santiago,Chile,False
1977-06-15,Denmark,Sweden,2,1,Nordic Championship,Copenhagen,Denmark,False
1977-06-15,South Korea,Japan,2,1,Friendly,Seoul,South Korea,False
1977-06-15,Uruguay,England,0,0,Friendly,Montevideo,Uruguay,False
1977-06-16,Zambia,Cuba,0,1,Friendly,Kitwe,Zambia,False
1977-06-18,Argentina,Scotland,1,1,Friendly,Buenos Aires,Argentina,False
1977-06-19,Brazil,Poland,3,1,Friendly,S찾o Paulo,Brazil,False
1977-06-19,Hong Kong,Iran,0,2,FIFA World Cup qualification,So Kon Po,Hong Kong,False
1977-06-19,Tunisia,Guinea,3,1,FIFA World Cup qualification,Tunis,Tunisia,False
1977-06-22,Finland,Denmark,1,2,Nordic Championship,Helsinki,Finland,False
1977-06-23,Brazil,Scotland,2,0,Friendly,Rio de Janeiro,Brazil,False
1977-06-26,Zambia,Algeria,2,0,African Cup of Nations qualification,Lusaka,Zambia,False
1977-06-26,Uganda,Ethiopia,2,1,African Cup of Nations qualification,Kampala,Uganda,False
1977-06-26,Nigeria,Senegal,3,0,African Cup of Nations qualification,Lagos,Nigeria,False
1977-06-26,Argentina,France,0,0,Friendly,Buenos Aires,Argentina,False
1977-06-26,Brazil,Yugoslavia,0,0,Friendly,Belo Horizonte,Brazil,False
1977-06-26,Hong Kong,South Korea,0,1,FIFA World Cup qualification,Hong Kong,Hong Kong,False
1977-06-30,Brazil,France,2,2,Friendly,Rio de Janeiro,Brazil,False
1977-06-30,Iceland,Norway,2,1,Friendly,Reykjav챠k,Iceland,False
1977-07-03,Argentina,Yugoslavia,1,0,Friendly,Buenos Aires,Argentina,False
1977-07-03,South Korea,Iran,0,0,FIFA World Cup qualification,Busan,South Korea,False
1977-07-03,Zimbabwe,South Africa,1,1,Friendly,Salisbury,Southern Rhodesia,False
1977-07-06,Malawi,Tanzania,0,0,Friendly,Zomba,Malawi,False
1977-07-08,Malawi,Tanzania,1,0,Friendly,Zomba,Malawi,False
1977-07-10,Australia,Hong Kong,3,0,FIFA World Cup qualification,Adelaide,Australia,False
1977-07-10,Nigeria,Ivory Coast,4,0,FIFA World Cup qualification,Lagos,Nigeria,False
1977-07-10,Peru,Brazil,0,1,FIFA World Cup qualification,Cali,Colombia,True
1977-07-12,Argentina,German DR,2,0,Friendly,Buenos Aires,Argentina,False
1977-07-14,Brazil,Bolivia,8,0,FIFA World Cup qualification,Cali,Colombia,True
1977-07-15,Egypt,Zambia,2,0,FIFA World Cup qualification,Cairo,Egypt,False
